epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
1,0.8639971090135751,0.7015868944426378,0.7333333333333333,0:07:38,0:00:17
2,0.5901517831478957,0.6757980239888032,0.7552083333333334,0:07:38,0:00:17
3,0.4267134591109223,0.6879473306238651,0.7552083333333334,0:07:38,0:00:17
