epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
1,1.1751149600578679,0.9716650526970625,0.675,0:10:19,0:00:23
2,0.8521524130056302,0.8940765608102084,0.6875,0:10:19,0:00:23
3,0.6674712703045872,0.8831020697951317,0.7,0:10:19,0:00:23
